community,agent_id,agent_role,tenure,live_here,household_id,household_size,household_monthly_income_rmb,unit_id,unit_type,unit_size_sqm,age,annual_income_rmb,role_prompt
LonghuaLou,A000001775,resident,owner_occupier,1,H000000465,3,4420.54,U000000686,M,79.95,13,0.0,You are a 13-year-old owner-occupier with an annual personal income of about 0 RMB and a current housing area of about 80.0 sqm.
LonghuaLou,A000001776,resident,owner_occupier,1,H000000465,3,4420.54,U000000686,M,79.95,86,29717.49,"You are a 86-year-old owner-occupier with an annual personal income of about 29,717 RMB and a current housing area of about 80.0 sqm."
LonghuaLou,A000001777,resident,owner_occupier,1,H000000466,2,3695.17,U000000687,M,73.57,67,16833.1,"You are a 67-year-old owner-occupier with an annual personal income of about 16,833 RMB and a current housing area of about 73.6 sqm."
LonghuaLou,A000001778,resident,owner_occupier,1,H000000466,2,3695.17,U000000687,M,73.57,12,0.0,You are a 12-year-old owner-occupier with an annual personal income of about 0 RMB and a current housing area of about 73.6 sqm.
LonghuaLou,A000001779,absentee_owner_vacant,owner_occupier,0,,0,7786.69,U000000688,M,72.16,58,93440.28,"You are a 58-year-old vacant owner with an annual personal income of about 93,440 RMB and a current housing area of about 72.2 sqm."
LonghuaLou,A000001780,resident,owner_occupier,1,H000000467,3,4361.78,U000000689,M,86.84,57,49285.41,"You are a 57-year-old owner-occupier with an annual personal income of about 49,285 RMB and a current housing area of about 86.8 sqm."
LonghuaLou,A000001781,resident,owner_occupier,1,H000000467,3,4361.78,U000000689,M,86.84,38,39966.07,"You are a 38-year-old owner-occupier with an annual personal income of about 39,966 RMB and a current housing area of about 86.8 sqm."
LonghuaLou,A000001782,resident,owner_occupier,1,H000000467,3,4361.78,U000000689,M,86.84,39,36606.83,"You are a 39-year-old owner-occupier with an annual personal income of about 36,607 RMB and a current housing area of about 86.8 sqm."
LonghuaLou,A000001783,resident,renter,1,H000000468,3,5216.55,U000000690,M,82.28,34,61428.29,"You are a 34-year-old owner-occupier with an annual personal income of about 61,428 RMB and a current housing area of about 82.3 sqm."
LonghuaLou,A000001784,resident,renter,1,H000000468,3,5216.55,U000000690,M,82.28,27,65794.31,"You are a 27-year-old owner-occupier with an annual personal income of about 65,794 RMB and a current housing area of about 82.3 sqm."
LonghuaLou,A000001785,resident,renter,1,H000000468,3,5216.55,U000000690,M,82.28,67,27407.92,"You are a 67-year-old owner-occupier with an annual personal income of about 27,408 RMB and a current housing area of about 82.3 sqm."
LonghuaLou,A000001786,resident,renter,1,H000000469,3,5006.38,U000000691,M,76.52,8,0.0,You are a 8-year-old owner-occupier with an annual personal income of about 0 RMB and a current housing area of about 76.5 sqm.
LonghuaLou,A000001787,resident,renter,1,H000000469,3,5006.38,U000000691,M,76.52,50,54072.34,"You are a 50-year-old owner-occupier with an annual personal income of about 54,072 RMB and a current housing area of about 76.5 sqm."
LonghuaLou,A000001788,resident,renter,1,H000000469,3,5006.38,U000000691,M,76.52,11,0.0,You are a 11-year-old owner-occupier with an annual personal income of about 0 RMB and a current housing area of about 76.5 sqm.
LonghuaLou,A000001789,absentee_owner_vacant,owner_occupier,0,,0,7534.74,U000000692,M,73.83,51,90416.93,"You are a 51-year-old vacant owner with an annual personal income of about 90,417 RMB and a current housing area of about 73.8 sqm."
LonghuaLou,A000001790,absentee_owner_vacant,owner_occupier,0,,0,10798.19,U000000693,L,114.44,52,129578.3,"You are a 52-year-old vacant owner with an annual personal income of about 129,578 RMB and a current housing area of about 114.4 sqm."
LonghuaLou,A000001791,resident,renter,1,H000000470,3,5466.46,U000000694,M,81.68,0,0.0,You are a 0-year-old owner-occupier with an annual personal income of about 0 RMB and a current housing area of about 81.7 sqm.
LonghuaLou,A000001792,resident,renter,1,H000000470,3,5466.46,U000000694,M,81.68,17,37494.36,"You are a 17-year-old owner-occupier with an annual personal income of about 37,494 RMB and a current housing area of about 81.7 sqm."
LonghuaLou,A000001793,resident,renter,1,H000000470,3,5466.46,U000000694,M,81.68,16,49199.37,"You are a 16-year-old owner-occupier with an annual personal income of about 49,199 RMB and a current housing area of about 81.7 sqm."
LonghuaLou,A000001794,resident,renter,1,H000000471,3,3874.65,U000000695,M,74.14,86,30430.95,"You are a 86-year-old owner-occupier with an annual personal income of about 30,431 RMB and a current housing area of about 74.1 sqm."
LonghuaLou,A000001795,resident,renter,1,H000000471,3,3874.65,U000000695,M,74.14,41,52413.47,"You are a 41-year-old owner-occupier with an annual personal income of about 52,413 RMB and a current housing area of about 74.1 sqm."
LonghuaLou,A000001796,resident,renter,1,H000000471,3,3874.65,U000000695,M,74.14,48,47000.74,"You are a 48-year-old owner-occupier with an annual personal income of about 47,001 RMB and a current housing area of about 74.1 sqm."
LonghuaLou,A000001797,resident,owner_occupier,1,H000000472,5,6654.72,U000000696,L,124.8,18,75192.35,"You are a 18-year-old owner-occupier with an annual personal income of about 75,192 RMB and a current housing area of about 124.8 sqm."
LonghuaLou,A000001798,resident,owner_occupier,1,H000000472,5,6654.72,U000000696,L,124.8,57,99461.39,"You are a 57-year-old owner-occupier with an annual personal income of about 99,461 RMB and a current housing area of about 124.8 sqm."
LonghuaLou,A000001799,resident,owner_occupier,1,H000000472,5,6654.72,U000000696,L,124.8,62,56314.81,"You are a 62-year-old owner-occupier with an annual personal income of about 56,315 RMB and a current housing area of about 124.8 sqm."
LonghuaLou,A000001800,resident,owner_occupier,1,H000000472,5,6654.72,U000000696,L,124.8,6,0.0,You are a 6-year-old owner-occupier with an annual personal income of about 0 RMB and a current housing area of about 124.8 sqm.
LonghuaLou,A000001801,resident,owner_occupier,1,H000000472,5,6654.72,U000000696,L,124.8,0,0.0,You are a 0-year-old owner-occupier with an annual personal income of about 0 RMB and a current housing area of about 124.8 sqm.
LonghuaLou,A000001802,resident,renter,1,H000000473,3,5206.78,U000000697,M,71.69,17,44514.72,"You are a 17-year-old owner-occupier with an annual personal income of about 44,515 RMB and a current housing area of about 71.7 sqm."
LonghuaLou,A000001803,resident,renter,1,H000000473,3,5206.78,U000000697,M,71.69,87,37800.53,"You are a 87-year-old owner-occupier with an annual personal income of about 37,801 RMB and a current housing area of about 71.7 sqm."
LonghuaLou,A000001804,resident,renter,1,H000000473,3,5206.78,U000000697,M,71.69,6,0.0,You are a 6-year-old owner-occupier with an annual personal income of about 0 RMB and a current housing area of about 71.7 sqm.
LonghuaLou,A000001805,absentee_owner_vacant,owner_occupier,0,,0,10391.4,U000000698,M,77.12,49,124696.75,"You are a 49-year-old vacant owner with an annual personal income of about 124,697 RMB and a current housing area of about 77.1 sqm."
LonghuaLou,A000001806,absentee_owner_vacant,owner_occupier,0,,0,8641.62,U000000699,S,58.61,35,103699.4,"You are a 35-year-old vacant owner with an annual personal income of about 103,699 RMB and a current housing area of about 58.6 sqm."
LonghuaLou,A000001807,resident,owner_occupier,1,H000000474,3,3617.67,U000000700,M,75.48,67,21145.45,"You are a 67-year-old owner-occupier with an annual personal income of about 21,145 RMB and a current housing area of about 75.5 sqm."
LonghuaLou,A000001808,resident,owner_occupier,1,H000000474,3,3617.67,U000000700,M,75.48,77,29864.14,"You are a 77-year-old owner-occupier with an annual personal income of about 29,864 RMB and a current housing area of about 75.5 sqm."
LonghuaLou,A000001809,resident,owner_occupier,1,H000000474,3,3617.67,U000000700,M,75.48,83,25645.15,"You are a 83-year-old owner-occupier with an annual personal income of about 25,645 RMB and a current housing area of about 75.5 sqm."
LonghuaLou,A000001810,absentee_owner_vacant,owner_occupier,0,,0,14708.21,U000000701,L,123.97,64,176498.48,"You are a 64-year-old vacant owner with an annual personal income of about 176,498 RMB and a current housing area of about 124.0 sqm."
LonghuaLou,A000001811,absentee_owner_vacant,owner_occupier,0,,0,11522.02,U000000702,M,84.8,53,138264.18,"You are a 53-year-old vacant owner with an annual personal income of about 138,264 RMB and a current housing area of about 84.8 sqm."
LonghuaLou,A000001812,resident,owner_occupier,1,H000000475,3,3676.87,U000000703,M,85.78,21,54377.64,"You are a 21-year-old owner-occupier with an annual personal income of about 54,378 RMB and a current housing area of about 85.8 sqm."
LonghuaLou,A000001813,resident,owner_occupier,1,H000000475,3,3676.87,U000000703,M,85.78,74,17024.77,"You are a 74-year-old owner-occupier with an annual personal income of about 17,025 RMB and a current housing area of about 85.8 sqm."
LonghuaLou,A000001814,resident,owner_occupier,1,H000000475,3,3676.87,U000000703,M,85.78,41,49996.9,"You are a 41-year-old owner-occupier with an annual personal income of about 49,997 RMB and a current housing area of about 85.8 sqm."
LonghuaLou,A000001815,resident,owner_occupier,1,H000000476,3,4968.96,U000000704,M,72.38,44,81053.75,"You are a 44-year-old owner-occupier with an annual personal income of about 81,054 RMB and a current housing area of about 72.4 sqm."
LonghuaLou,A000001816,resident,owner_occupier,1,H000000476,3,4968.96,U000000704,M,72.38,77,24569.57,"You are a 77-year-old owner-occupier with an annual personal income of about 24,570 RMB and a current housing area of about 72.4 sqm."
LonghuaLou,A000001817,resident,owner_occupier,1,H000000476,3,4968.96,U000000704,M,72.38,48,59054.0,"You are a 48-year-old owner-occupier with an annual personal income of about 59,054 RMB and a current housing area of about 72.4 sqm."
LonghuaLou,A000001818,absentee_owner_vacant,owner_occupier,0,,0,7337.18,U000000705,M,72.81,35,88046.11,"You are a 35-year-old vacant owner with an annual personal income of about 88,046 RMB and a current housing area of about 72.8 sqm."
LonghuaLou,A000001819,resident,renter,1,H000000477,3,4846.62,U000000706,M,75.73,51,53468.62,"You are a 51-year-old owner-occupier with an annual personal income of about 53,469 RMB and a current housing area of about 75.7 sqm."
LonghuaLou,A000001820,resident,renter,1,H000000477,3,4846.62,U000000706,M,75.73,27,80500.7,"You are a 27-year-old owner-occupier with an annual personal income of about 80,501 RMB and a current housing area of about 75.7 sqm."
LonghuaLou,A000001821,resident,renter,1,H000000477,3,4846.62,U000000706,M,75.73,50,74611.33,"You are a 50-year-old owner-occupier with an annual personal income of about 74,611 RMB and a current housing area of about 75.7 sqm."
LonghuaLou,A000001822,absentee_owner_vacant,owner_occupier,0,,0,10268.66,U000000707,M,80.36,47,123223.94,"You are a 47-year-old vacant owner with an annual personal income of about 123,224 RMB and a current housing area of about 80.4 sqm."
LonghuaLou,A000001823,resident,owner_occupier,1,H000000478,3,4986.11,U000000708,M,84.96,26,53319.39,"You are a 26-year-old owner-occupier with an annual personal income of about 53,319 RMB and a current housing area of about 85.0 sqm."
LonghuaLou,A000001824,resident,owner_occupier,1,H000000478,3,4986.11,U000000708,M,84.96,38,66970.8,"You are a 38-year-old owner-occupier with an annual personal income of about 66,971 RMB and a current housing area of about 85.0 sqm."
LonghuaLou,A000001825,resident,owner_occupier,1,H000000478,3,4986.11,U000000708,M,84.96,23,72189.07,"You are a 23-year-old owner-occupier with an annual personal income of about 72,189 RMB and a current housing area of about 85.0 sqm."
LonghuaLou,A000001826,absentee_owner_vacant,owner_occupier,0,,0,7233.43,U000000709,L,124.28,50,86801.1,"You are a 50-year-old vacant owner with an annual personal income of about 86,801 RMB and a current housing area of about 124.3 sqm."
LonghuaLou,A000001827,absentee_owner_vacant,owner_occupier,0,,0,13397.81,U000000710,M,84.09,47,160773.72,"You are a 47-year-old vacant owner with an annual personal income of about 160,774 RMB and a current housing area of about 84.1 sqm."
LonghuaLou,A000001828,resident,owner_occupier,1,H000000479,1,4444.41,U000000711,S,63.57,30,60031.81,"You are a 30-year-old owner-occupier with an annual personal income of about 60,032 RMB and a current housing area of about 63.6 sqm."
LonghuaLou,A000001829,resident,renter,1,H000000480,1,2515.94,U000000712,S,59.77,48,34948.69,"You are a 48-year-old owner-occupier with an annual personal income of about 34,949 RMB and a current housing area of about 59.8 sqm."
LonghuaLou,A000001830,resident,owner_occupier,1,H000000481,3,4397.72,U000000713,M,76.13,4,0.0,You are a 4-year-old owner-occupier with an annual personal income of about 0 RMB and a current housing area of about 76.1 sqm.
LonghuaLou,A000001831,resident,owner_occupier,1,H000000481,3,4397.72,U000000713,M,76.13,67,28025.25,"You are a 67-year-old owner-occupier with an annual personal income of about 28,025 RMB and a current housing area of about 76.1 sqm."
LonghuaLou,A000001832,resident,owner_occupier,1,H000000481,3,4397.72,U000000713,M,76.13,18,54285.15,"You are a 18-year-old owner-occupier with an annual personal income of about 54,285 RMB and a current housing area of about 76.1 sqm."
LonghuaLou,A000001833,absentee_owner_vacant,owner_occupier,0,,0,13608.76,U000000714,M,75.3,51,163305.16,"You are a 51-year-old vacant owner with an annual personal income of about 163,305 RMB and a current housing area of about 75.3 sqm."
LonghuaLou,A000001834,absentee_owner_vacant,owner_occupier,0,,0,13804.72,U000000715,S,58.92,54,165656.61,"You are a 54-year-old vacant owner with an annual personal income of about 165,657 RMB and a current housing area of about 58.9 sqm."
LonghuaLou,A000001835,resident,owner_occupier,1,H000000482,2,3339.14,U000000716,M,73.86,77,21253.0,"You are a 77-year-old owner-occupier with an annual personal income of about 21,253 RMB and a current housing area of about 73.9 sqm."
